Area Name,Year,Variable,Value
Texas,2006,Violent Crimes Per 100,516
Missouri,2011,Violent Crimes Per 100,447
North Dakota,2005,Violent Crimes Per 100,98
Kentucky,1999,Violent Crimes Per 100,308
Delaware,2004,Violent Crimes Per 100,568
Massachusetts,2003,Property Crimes Per 100,2563
Michigan,2002,Property Crimes Per 100,3336
Illinois,2002,Property Crimes Per 100,3420
Michigan,1995,Property Crimes Per 100,4495
Idaho,1993,Property Crimes Per 100,3563
California,1991,Violent Crimes Per 100,1090
Arizona,1998,Violent Crimes Per 100,578
Tennessee,2006,Property Crimes Per 100,4128
Washington,1993,Property Crimes Per 100,5438
Alabama,2011,Property Crimes Per 100,3606
Alabama,1999,Property Crimes Per 100,3922
Pennsylvania,2005,Property Crimes Per 100,2417
Minnesota,2008,Property Crimes Per 100,2851
Missouri,2008,Property Crimes Per 100,3664
Mississippi,2007,Property Crimes Per 100,3201
Tennessee,1991,Property Crimes Per 100,4641
Oregon,1992,Property Crimes Per 100,5311
Washington,2004,Crimes Per 100,5193
Virginia,2014,Property Crimes Per 100,1930
Ohio,2012,Property Crimes Per 100,3117
Virginia,1993,Crimes Per 100,4116
North Dakota,1992,Crimes Per 100,2903
New Jersey,1999,Crimes Per 100,3400
Montana,2000,Crimes Per 100,3533
Nevada,1992,Crimes Per 100,6204
Maine,1998,Crimes Per 100,3041
Missouri,2001,Crimes Per 100,4776
Maryland,2007,Property Crimes Per 100,3432
New Mexico,1997,Property Crimes Per 100,6053
New Mexico,1992,Property Crimes Per 100,5499
Montana,1991,Property Crimes Per 100,3508
Montana,2002,Crimes Per 100,3513
Oklahoma,1990,Crimes Per 100,5599
North Carolina,1993,Crimes Per 100,5652
Missouri,1992,Property Crimes Per 100,4357
Indiana,1995,Violent Crimes Per 100,525
Connecticut,2009,Property Crimes Per 100,2336
Louisiana,1994,Property Crimes Per 100,5689
Tennessee,2014,Property Crimes Per 100,3061
Arkansas,1994,Crimes Per 100,4799
Vermont,2009,Violent Crimes Per 100,131
South Dakota,2010,Violent Crimes Per 100,269
Kansas,2016,Violent Crimes Per 100,380
Hawaii,1990,Violent Crimes Per 100,281
South Dakota,2014,Crimes Per 100,2190
Virginia,2016,Property Crimes Per 100,1859
Washington,2009,Property Crimes Per 100,3667
North Carolina,2016,Property Crimes Per 100,2738
West Virginia,1993,Violent Crimes Per 100,208
Indiana,2010,Violent Crimes Per 100,315
Illinois,2012,Violent Crimes Per 100,415
Arizona,1993,Property Crimes Per 100,6717
Alabama,2003,Property Crimes Per 100,4046
Wisconsin,2014,Property Crimes Per 100,2088
Vermont,2003,Property Crimes Per 100,2229
Missouri,2013,Property Crimes Per 100,3137
Maryland,2012,Property Crimes Per 100,2754
West Virginia,1999,Property Crimes Per 100,2370
Utah,2001,Property Crimes Per 100,4009
Virginia,1998,Property Crimes Per 100,3335
Minnesota,2001,Violent Crimes Per 100,264
New Mexico,1993,Violent Crimes Per 100,930
Hawaii,2014,Violent Crimes Per 100,259
Massachusetts,2015,Violent Crimes Per 100,391
Maryland,2015,Violent Crimes Per 100,457
West Virginia,1997,Violent Crimes Per 100,219
Tennessee,1998,Violent Crimes Per 100,715
South Dakota,2008,Violent Crimes Per 100,201
Virginia,2003,Violent Crimes Per 100,278
South Dakota,2004,Violent Crimes Per 100,172
Vermont,2005,Crimes Per 100,2400
North Dakota,2009,Crimes Per 100,2134
Ohio,2007,Crimes Per 100,3798
Maine,2012,Violent Crimes Per 100,123
New Jersey,2002,Violent Crimes Per 100,376
District of Columbia,2014,Crimes Per 100,6427
Texas,2015,Violent Crimes Per 100,412
Colorado,2003,Crimes Per 100,4299
Connecticut,2001,Crimes Per 100,3118
Colorado,1990,Crimes Per 100,6054
Alabama,1990,Crimes Per 100,4915
West Virginia,2012,Violent Crimes Per 100,316
Tennessee,2009,Violent Crimes Per 100,668
Delaware,2010,Property Crimes Per 100,3448
Maryland,1993,Property Crimes Per 100,5109
Arkansas,2008,Property Crimes Per 100,3835
District of Columbia,1990,Property Crimes Per 100,8316
Alaska,2000,Property Crimes Per 100,3683
Virginia,2002,Property Crimes Per 100,2851
New York,2008,Property Crimes Per 100,1994
New Jersey,1994,Property Crimes Per 100,4047
Louisiana,2003,Violent Crimes Per 100,637
Delaware,2003,Violent Crimes Per 100,675
District of Columbia,1998,Violent Crimes Per 100,1719
Iowa,2014,Property Crimes Per 100,2094
Louisiana,1996,Property Crimes Per 100,5910
Arkansas,2016,Violent Crimes Per 100,551
Michigan,2007,Property Crimes Per 100,3066
Mississippi,2006,Violent Crimes Per 100,298
Georgia,2011,Violent Crimes Per 100,373
Kansas,1995,Violent Crimes Per 100,421
Idaho,1995,Violent Crimes Per 100,322
Nebraska,1996,Crimes Per 100,4437
Tennessee,1997,Crimes Per 100,5512
Oregon,2014,Crimes Per 100,3111
Virginia,2000,Crimes Per 100,3028
Montana,2015,Property Crimes Per 100,2624
Tennessee,2002,Property Crimes Per 100,4308
Utah,2006,Crimes Per 100,3740
Alabama,1993,Violent Crimes Per 100,780
Pennsylvania,2009,Property Crimes Per 100,2202
Colorado,2007,Property Crimes Per 100,3006
Connecticut,1993,Property Crimes Per 100,4194
Hawaii,2007,Violent Crimes Per 100,273
Maryland,1992,Violent Crimes Per 100,1000
District of Columbia,2005,Violent Crimes Per 100,1459
Arizona,1992,Violent Crimes Per 100,671
Ohio,1990,Property Crimes Per 100,4337
Missouri,1990,Property Crimes Per 100,4405
Hawaii,2009,Property Crimes Per 100,3661
Georgia,2009,Crimes Per 100,4093
New Mexico,1994,Violent Crimes Per 100,889
Louisiana,1992,Crimes Per 100,6546
Hawaii,2000,Crimes Per 100,5199
Minnesota,1996,Crimes Per 100,4463
California,2011,Crimes Per 100,2995
Idaho,1992,Crimes Per 100,3996
Idaho,1996,Violent Crimes Per 100,267
Kentucky,1991,Violent Crimes Per 100,438
Hawaii,2002,Violent Crimes Per 100,263
Alaska,2004,Violent Crimes Per 100,635
Alabama,2012,Violent Crimes Per 100,450
Iowa,2008,Property Crimes Per 100,2421
Maine,1990,Property Crimes Per 100,3555
Alabama,2013,Violent Crimes Per 100,418
Washington,2016,Property Crimes Per 100,3494
Wisconsin,2007,Property Crimes Per 100,2838
South Carolina,2007,Property Crimes Per 100,4272
South Dakota,2011,Property Crimes Per 100,1818
Missouri,2015,Property Crimes Per 100,2854
Oregon,2003,Property Crimes Per 100,4766
Kansas,2001,Property Crimes Per 100,3917
Maine,1994,Property Crimes Per 100,3143
Arkansas,2014,Property Crimes Per 100,3338
Alaska,2005,Property Crimes Per 100,3613
Delaware,1993,Property Crimes Per 100,4186
South Carolina,1998,Property Crimes Per 100,4874
Pennsylvania,1995,Violent Crimes Per 100,427
Delaware,1990,Property Crimes Per 100,4705
Washington,2003,Property Crimes Per 100,4755
Pennsylvania,2010,Property Crimes Per 100,2173
South Dakota,2003,Property Crimes Per 100,2003
Maryland,2005,Property Crimes Per 100,3544
North Carolina,2002,Violent Crimes Per 100,471
Indiana,2010,Property Crimes Per 100,3042
New York,1999,Property Crimes Per 100,2691
New Jersey,1994,Violent Crimes Per 100,614
Maine,1995,Violent Crimes Per 100,131
Missouri,2000,Violent Crimes Per 100,490
Iowa,2006,Crimes Per 100,3086
New York,1992,Crimes Per 100,5858
Ohio,2009,Crimes Per 100,3603
Pennsylvania,2011,Crimes Per 100,2577
Washington,2010,Crimes Per 100,4020
Tennessee,2010,Crimes Per 100,4271
Oregon,2011,Crimes Per 100,3362
Virginia,2005,Crimes Per 100,2921
Oregon,2011,Property Crimes Per 100,3115
Virginia,2005,Property Crimes Per 100,2638
New Mexico,2011,Crimes Per 100,4099
Vermont,1998,Crimes Per 100,3139
New Jersey,2006,Crimes Per 100,2643
Oklahoma,2001,Crimes Per 100,4607
Wyoming,2016,Crimes Per 100,2202
Indiana,2015,Crimes Per 100,2984
Michigan,2012,Crimes Per 100,2986
Wyoming,1991,Crimes Per 100,4389
Iowa,1998,Property Crimes Per 100,3189
District of Columbia,2007,Property Crimes Per 100,4914
District of Columbia,2001,Property Crimes Per 100,5973
Alaska,1996,Property Crimes Per 100,4723
Colorado,1995,Violent Crimes Per 100,440
West Virginia,2016,Property Crimes Per 100,2047
Ohio,2016,Property Crimes Per 100,2578
West Virginia,2005,Property Crimes Per 100,2625
Washington,2015,Violent Crimes Per 100,284
Oklahoma,2003,Violent Crimes Per 100,506
Louisiana,2001,Violent Crimes Per 100,687
Arkansas,2013,Crimes Per 100,4048
Iowa,1995,Crimes Per 100,4102
Connecticut,1999,Crimes Per 100,3389
Washington,2011,Violent Crimes Per 100,295
District of Columbia,2009,Property Crimes Per 100,4745
Maryland,1992,Property Crimes Per 100,5224
Colorado,2008,Property Crimes Per 100,2849
Alaska,1997,Property Crimes Per 100,4571
California,1993,Crimes Per 100,6457
Washington,2008,Violent Crimes Per 100,331
Texas,2014,Violent Crimes Per 100,406
Kansas,1990,Crimes Per 100,5193
Alabama,2005,Crimes Per 100,4324
Mississippi,2011,Violent Crimes Per 100,270
Virginia,2007,Violent Crimes Per 100,270
North Carolina,2011,Violent Crimes Per 100,350
Massachusetts,2016,Violent Crimes Per 100,377
Rhode Island,2010,Crimes Per 100,2813
Indiana,2014,Crimes Per 100,3015
Massachusetts,2005,Crimes Per 100,2821
Pennsylvania,2007,Violent Crimes Per 100,417
Kansas,2012,Violent Crimes Per 100,355
Nebraska,2003,Crimes Per 100,4046
Mississippi,2011,Crimes Per 100,3295
South Carolina,1990,Crimes Per 100,6045
Maryland,1999,Violent Crimes Per 100,743
Massachusetts,1992,Violent Crimes Per 100,779
California,2006,Violent Crimes Per 100,532
California,2015,Property Crimes Per 100,2618
Maine,2002,Property Crimes Per 100,2547
Mississippi,2005,Crimes Per 100,3539
Pennsylvania,1994,Crimes Per 100,3272
Maine,1990,Crimes Per 100,3698
Louisiana,2016,Crimes Per 100,3864
Maryland,2004,Crimes Per 100,4341
Montana,1991,Crimes Per 100,3648
Colorado,2012,Crimes Per 100,2994
Arkansas,2010,Crimes Per 100,4064
Georgia,1993,Crimes Per 100,6193
Arizona,1990,Crimes Per 100,7889
Utah,2014,Violent Crimes Per 100,216
Colorado,1992,Violent Crimes Per 100,579
Alabama,2008,Violent Crimes Per 100,453
Indiana,2015,Violent Crimes Per 100,388
Wyoming,1997,Violent Crimes Per 100,255
Wyoming,1993,Violent Crimes Per 100,286
Oregon,1990,Violent Crimes Per 100,507
Colorado,1991,Property Crimes Per 100,5515
Wisconsin,2008,Property Crimes Per 100,2756
Washington,2000,Property Crimes Per 100,4736
Washington,1995,Property Crimes Per 100,5786
Utah,1992,Property Crimes Per 100,5368
North Dakota,1999,Property Crimes Per 100,2327
Virginia,1991,Violent Crimes Per 100,373
Mississippi,2001,Violent Crimes Per 100,350
Louisiana,1993,Violent Crimes Per 100,1062
Arkansas,2005,Violent Crimes Per 100,528
Idaho,2002,Property Crimes Per 100,2913
Alaska,2011,Property Crimes Per 100,2633
Alaska,2010,Property Crimes Per 100,2853
Arkansas,2009,Property Crimes Per 100,3774
Louisiana,2006,Property Crimes Per 100,3993
Delaware,1997,Property Crimes Per 100,4997
Arizona,1992,Property Crimes Per 100,6358
Colorado,2004,Property Crimes Per 100,3919
Arizona,2004,Property Crimes Per 100,5341
Arizona,1995,Property Crimes Per 100,7500
Oregon,2001,Property Crimes Per 100,4737
Vermont,1992,Property Crimes Per 100,3301
North Dakota,2001,Property Crimes Per 100,2338
Kentucky,2001,Crimes Per 100,2938
Hawaii,1998,Crimes Per 100,5333
Arizona,2004,Crimes Per 100,5845
Louisiana,1997,Property Crimes Per 100,5593
Alaska,2002,Property Crimes Per 100,3760
Arkansas,2000,Property Crimes Per 100,3670
Alabama,1998,Property Crimes Per 100,4085
Oregon,2016,Violent Crimes Per 100,265
Oregon,2014,Violent Crimes Per 100,232
Iowa,2003,Crimes Per 100,3254
Florida,2005,Crimes Per 100,4716
Delaware,2006,Crimes Per 100,4099
Massachusetts,1995,Crimes Per 100,4342
Alaska,2016,Crimes Per 100,4157
Missouri,2010,Crimes Per 100,3801
Oregon,1999,Crimes Per 100,5002
Georgia,2014,Crimes Per 100,3659
Nevada,2003,Property Crimes Per 100,4287
Minnesota,2005,Property Crimes Per 100,3084
Illinois,2013,Crimes Per 100,2647
Connecticut,2013,Crimes Per 100,2229
Arkansas,1991,Crimes Per 100,5175
Tennessee,2008,Violent Crimes Per 100,722
South Carolina,2008,Violent Crimes Per 100,730
New Mexico,2015,Violent Crimes Per 100,656
Ohio,2002,Violent Crimes Per 100,352
Utah,1990,Violent Crimes Per 100,284
West Virginia,2008,Crimes Per 100,2842
Washington,2006,Crimes Per 100,4825
Maryland,2011,Violent Crimes Per 100,494
South Dakota,2007,Property Crimes Per 100,1652
West Virginia,1998,Property Crimes Per 100,2299
Delaware,2015,Violent Crimes Per 100,1269
Minnesota,1993,Violent Crimes Per 100,327
Mississippi,1990,Violent Crimes Per 100,340
Idaho,1992,Property Crimes Per 100,3715
Colorado,2015,Property Crimes Per 100,2642
Arkansas,1999,Violent Crimes Per 100,425
Alabama,1991,Violent Crimes Per 100,844
Arkansas,2010,Violent Crimes Per 100,505
West Virginia,2014,Property Crimes Per 100,2035
Utah,2010,Violent Crimes Per 100,213
Washington,1997,Violent Crimes Per 100,441
North Dakota,2000,Crimes Per 100,2288
North Dakota,1999,Crimes Per 100,2394
Wisconsin,2013,Violent Crimes Per 100,271
Montana,2015,Violent Crimes Per 100,350
District of Columbia,2016,Property Crimes Per 100,4803
Michigan,2008,Violent Crimes Per 100,502
New Hampshire,2000,Violent Crimes Per 100,175
North Carolina,1992,Violent Crimes Per 100,681
North Dakota,1991,Violent Crimes Per 100,65
Nebraska,1999,Violent Crimes Per 100,430
Washington,2016,Crimes Per 100,3796
Utah,2003,Crimes Per 100,4505
Wisconsin,2011,Property Crimes Per 100,2433
Nevada,2015,Property Crimes Per 100,2668
Oklahoma,2013,Crimes Per 100,3702
Tennessee,2006,Crimes Per 100,4888
New Hampshire,2008,Crimes Per 100,2249
Wyoming,1993,Crimes Per 100,4163
Wisconsin,2015,Crimes Per 100,2280
Wyoming,2007,Crimes Per 100,3105
South Dakota,2006,Crimes Per 100,1791
Wisconsin,1994,Crimes Per 100,3944
Arizona,2002,Crimes Per 100,6386
Georgia,2004,Violent Crimes Per 100,456
Maryland,1995,Crimes Per 100,6295
California,2003,Crimes Per 100,4006
Nebraska,1998,Violent Crimes Per 100,451
Nebraska,1994,Violent Crimes Per 100,390
Maine,2000,Violent Crimes Per 100,110
Michigan,2000,Violent Crimes Per 100,555
West Virginia,2009,Crimes Per 100,2823
Massachusetts,1999,Violent Crimes Per 100,551
Kansas,1996,Violent Crimes Per 100,414
Maryland,2011,Property Crimes Per 100,2860
Minnesota,1991,Property Crimes Per 100,4180
Indiana,2001,Violent Crimes Per 100,372
Alabama,2007,Property Crimes Per 100,3972
Georgia,2001,Violent Crimes Per 100,497
Iowa,1993,Violent Crimes Per 100,326
New Mexico,2013,Property Crimes Per 100,3705
Ohio,2010,Property Crimes Per 100,3245
Maryland,2013,Violent Crimes Per 100,468
Ohio,2006,Violent Crimes Per 100,350
Vermont,2011,Crimes Per 100,2444
Rhode Island,2012,Property Crimes Per 100,2572
Vermont,1990,Violent Crimes Per 100,127
South Carolina,1991,Violent Crimes Per 100,973
Alaska,2003,Property Crimes Per 100,3762
California,1996,Property Crimes Per 100,4345
Wisconsin,2005,Property Crimes Per 100,2660
Oklahoma,1997,Property Crimes Per 100,4935
Mississippi,2004,Violent Crimes Per 100,295
Missouri,2007,Violent Crimes Per 100,505
North Carolina,1996,Violent Crimes Per 100,588
Kentucky,2012,Violent Crimes Per 100,223
New York,2003,Violent Crimes Per 100,466
Pennsylvania,1993,Violent Crimes Per 100,418
New Mexico,1995,Violent Crimes Per 100,819
Kansas,2004,Violent Crimes Per 100,375
Mississippi,1996,Violent Crimes Per 100,488
Kansas,2005,Violent Crimes Per 100,387
Maine,1994,Violent Crimes Per 100,130
Maine,1992,Violent Crimes Per 100,131
Minnesota,1992,Crimes Per 100,4591
Minnesota,1991,Violent Crimes Per 100,316
Iowa,2002,Violent Crimes Per 100,286
Tennessee,1992,Crimes Per 100,5136
Montana,1994,Property Crimes Per 100,4842
New York,2005,Crimes Per 100,2554
Missouri,2006,Crimes Per 100,4372
Missouri,2003,Crimes Per 100,4575
North Carolina,1991,Crimes Per 100,5889
Nebraska,2008,Crimes Per 100,3182
New Mexico,2010,Crimes Per 100,4024
New Mexico,1991,Crimes Per 100,6679
New York,1999,Crimes Per 100,3279
South Carolina,2013,Property Crimes Per 100,3624
Minnesota,2012,Property Crimes Per 100,2568
Maine,1996,Property Crimes Per 100,3269
District of Columbia,2003,Property Crimes Per 100,5864
Florida,2001,Property Crimes Per 100,4773
Utah,1993,Property Crimes Per 100,4936
New Mexico,2009,Crimes Per 100,4355
Kansas,1994,Crimes Per 100,4894
Arkansas,1998,Property Crimes Per 100,3793
West Virginia,2010,Violent Crimes Per 100,315
Iowa,2000,Crimes Per 100,3234
Alaska,2004,Crimes Per 100,4017
Illinois,2014,Crimes Per 100,2446
District of Columbia,2000,Crimes Per 100,7277
New Mexico,1996,Crimes Per 100,6602
North Dakota,2010,Crimes Per 100,1994
Illinois,2012,Property Crimes Per 100,2579
Illinois,2013,Property Crimes Per 100,2274
Nebraska,1998,Crimes Per 100,4405
New Mexico,1990,Crimes Per 100,6684
South Carolina,2003,Crimes Per 100,5328
New Jersey,2009,Crimes Per 100,2391
Wyoming,2014,Property Crimes Per 100,1965
Texas,2008,Crimes Per 100,4494
Kentucky,1997,Violent Crimes Per 100,317
Iowa,1995,Violent Crimes Per 100,354
Iowa,1991,Violent Crimes Per 100,303
Nebraska,1995,Property Crimes Per 100,4163
Louisiana,2005,Property Crimes Per 100,3683
West Virginia,1995,Violent Crimes Per 100,210
New York,2014,Violent Crimes Per 100,382
Pennsylvania,2015,Violent Crimes Per 100,315
New Jersey,2011,Violent Crimes Per 100,308
Wyoming,1992,Violent Crimes Per 100,320
Idaho,2003,Property Crimes Per 100,2929
Oregon,1990,Crimes Per 100,5646
South Dakota,1994,Crimes Per 100,3102
West Virginia,2007,Crimes Per 100,2800
Utah,1999,Crimes Per 100,4977
Vermont,2016,Violent Crimes Per 100,158
North Dakota,2012,Crimes Per 100,2255
Oklahoma,2006,Crimes Per 100,4101
Wisconsin,2011,Crimes Per 100,2670
Oregon,2003,Crimes Per 100,5061
New Hampshire,2015,Crimes Per 100,1945
Vermont,2002,Crimes Per 100,2530
Kansas,2015,Crimes Per 100,3110
Texas,1996,Property Crimes Per 100,5065
Florida,1999,Crimes Per 100,6205
West Virginia,2013,Violent Crimes Per 100,290
Oklahoma,2016,Violent Crimes Per 100,450
Connecticut,2005,Property Crimes Per 100,2558
New Jersey,2014,Violent Crimes Per 100,261
Colorado,1992,Crimes Per 100,5959
Maine,2010,Crimes Per 100,2601
Massachusetts,2008,Crimes Per 100,2849
Louisiana,1994,Violent Crimes Per 100,982
Hawaii,2001,Violent Crimes Per 100,255
Georgia,1992,Violent Crimes Per 100,733
Minnesota,2016,Property Crimes Per 100,2133
Oregon,2000,Crimes Per 100,4845
Montana,1997,Crimes Per 100,4409
Missouri,1999,Crimes Per 100,4578
Louisiana,1999,Crimes Per 100,5747
Montana,2012,Violent Crimes Per 100,272
Oregon,2005,Violent Crimes Per 100,287
New Hampshire,2007,Violent Crimes Per 100,137
Tennessee,2008,Crimes Per 100,4765
Wisconsin,2001,Violent Crimes Per 100,231
Wisconsin,1994,Violent Crimes Per 100,271
Utah,2003,Violent Crimes Per 100,250
Washington,1999,Crimes Per 100,5255
Utah,2009,Violent Crimes Per 100,213
Connecticut,1998,Violent Crimes Per 100,366
Virginia,2015,Crimes Per 100,2063
Maryland,2004,Violent Crimes Per 100,701
West Virginia,1996,Property Crimes Per 100,2273
Michigan,2011,Property Crimes Per 100,2612
Iowa,2011,Violent Crimes Per 100,256
Nebraska,2004,Violent Crimes Per 100,309
New Jersey,1990,Violent Crimes Per 100,648
West Virginia,2011,Violent Crimes Per 100,316
Maryland,2008,Property Crimes Per 100,3518
Rhode Island,1990,Property Crimes Per 100,4921
North Dakota,1993,Violent Crimes Per 100,82
New Jersey,1992,Violent Crimes Per 100,626
Oklahoma,1990,Violent Crimes Per 100,547
Massachusetts,2002,Violent Crimes Per 100,485
Delaware,2011,Violent Crimes Per 100,560
Idaho,1991,Violent Crimes Per 100,290
New York,1990,Crimes Per 100,6364
Kentucky,1998,Crimes Per 100,3116
Delaware,1999,Crimes Per 100,4838
Montana,2000,Violent Crimes Per 100,241
Nebraska,2009,Property Crimes Per 100,2762
North Dakota,2003,Property Crimes Per 100,2110
New Jersey,1991,Property Crimes Per 100,4797
Kansas,1997,Violent Crimes Per 100,430
Arizona,1995,Violent Crimes Per 100,714
Kentucky,1996,Property Crimes Per 100,2846
Kansas,1993,Property Crimes Per 100,4479
Wyoming,2011,Property Crimes Per 100,2266
Massachusetts,2015,Property Crimes Per 100,1691
Texas,2016,Violent Crimes Per 100,434
North Carolina,2004,Violent Crimes Per 100,448
Georgia,1997,Violent Crimes Per 100,607
Delaware,1997,Violent Crimes Per 100,786
Kansas,2006,Property Crimes Per 100,3750
Mississippi,1993,Property Crimes Per 100,3984
Kentucky,1999,Property Crimes Per 100,2645
Arkansas,2006,Property Crimes Per 100,3967
Texas,2009,Property Crimes Per 100,4016
Maryland,2016,Property Crimes Per 100,2285
Missouri,1994,Property Crimes Per 100,4564
Illinois,2000,Property Crimes Per 100,3629
California,1990,Property Crimes Per 100,5558
New Mexico,2005,Property Crimes Per 100,4148
Maine,2013,Crimes Per 100,2414
North Carolina,2007,Crimes Per 100,4553
Vermont,1995,Crimes Per 100,3434
Pennsylvania,2010,Crimes Per 100,2539
New Hampshire,2007,Property Crimes Per 100,1892
Tennessee,1996,Crimes Per 100,5449
Utah,1995,Crimes Per 100,6091
Mississippi,1992,Crimes Per 100,4282
New York,2010,Crimes Per 100,2333
New York,2003,Crimes Per 100,2715
Indiana,2009,Property Crimes Per 100,3116
Pennsylvania,1993,Property Crimes Per 100,2854
Nevada,1990,Crimes Per 100,6064
Michigan,2001,Crimes Per 100,4082
Pennsylvania,1993,Crimes Per 100,3271
North Carolina,1994,Crimes Per 100,5625
Kansas,2005,Crimes Per 100,4174
Oklahoma,1999,Crimes Per 100,4684
Minnesota,2005,Crimes Per 100,3381
California,2015,Crimes Per 100,3044
New Mexico,2013,Violent Crimes Per 100,597
Kansas,1999,Violent Crimes Per 100,383
Alaska,1993,Violent Crimes Per 100,761
Alabama,2005,Violent Crimes Per 100,432
Illinois,1998,Violent Crimes Per 100,808
Connecticut,2004,Violent Crimes Per 100,286
Tennessee,2004,Violent Crimes Per 100,695
West Virginia,2002,Violent Crimes Per 100,234
Oklahoma,2005,Violent Crimes Per 100,509
North Dakota,2007,Violent Crimes Per 100,142
Michigan,1995,Violent Crimes Per 100,688
Kentucky,1995,Violent Crimes Per 100,365
Vermont,2006,Property Crimes Per 100,2304
Maine,2015,Violent Crimes Per 100,130
Michigan,2014,Violent Crimes Per 100,427
Maryland,2006,Violent Crimes Per 100,678
Alabama,1991,Property Crimes Per 100,4521
Nevada,2013,Property Crimes Per 100,2838
Oklahoma,2005,Property Crimes Per 100,4042
North Carolina,1993,Violent Crimes Per 100,679
North Carolina,1991,Violent Crimes Per 100,658
New Mexico,1996,Violent Crimes Per 100,841
New York,2002,Violent Crimes Per 100,497
Wisconsin,2007,Violent Crimes Per 100,291
Pennsylvania,2011,Violent Crimes Per 100,355
Oregon,2000,Violent Crimes Per 100,351
Virginia,2010,Violent Crimes Per 100,214
Vermont,2007,Violent Crimes Per 100,124
Minnesota,2013,Violent Crimes Per 100,223
Kansas,2013,Violent Crimes Per 100,328
Wisconsin,2007,Crimes Per 100,3129
North Dakota,2005,Crimes Per 100,2076
Virginia,2008,Violent Crimes Per 100,256
North Carolina,2009,Violent Crimes Per 100,404
Wyoming,2000,Violent Crimes Per 100,267
New Mexico,2006,Violent Crimes Per 100,643
Hawaii,1994,Crimes Per 100,6681
Wisconsin,2015,Violent Crimes Per 100,306
Kentucky,2003,Crimes Per 100,2759
Colorado,2007,Crimes Per 100,3354
Colorado,2016,Property Crimes Per 100,2741
Florida,2006,Property Crimes Per 100,3986
Kansas,1995,Property Crimes Per 100,4466
Connecticut,2003,Property Crimes Per 100,2667
Wisconsin,1998,Property Crimes Per 100,3294
Washington,1992,Property Crimes Per 100,5638
North Carolina,1993,Property Crimes Per 100,4973
District of Columbia,2015,Violent Crimes Per 100,499
Illinois,1996,Violent Crimes Per 100,890
Rhode Island,2001,Property Crimes Per 100,3375
Montana,1999,Property Crimes Per 100,3297
Minnesota,1993,Property Crimes Per 100,4059
Louisiana,2000,Property Crimes Per 100,4742
Nevada,2014,Violent Crimes Per 100,636
Tennessee,2006,Violent Crimes Per 100,760
Louisiana,2012,Property Crimes Per 100,3541
North Dakota,2001,Violent Crimes Per 100,80
Pennsylvania,2001,Violent Crimes Per 100,410
Montana,2002,Violent Crimes Per 100,351
Georgia,2010,Violent Crimes Per 100,403
Arizona,2014,Violent Crimes Per 100,400
New Mexico,1998,Violent Crimes Per 100,961
Maryland,1994,Violent Crimes Per 100,948
Idaho,1998,Violent Crimes Per 100,282
Kentucky,2012,Crimes Per 100,2776
Michigan,2006,Crimes Per 100,3775
Kentucky,2010,Crimes Per 100,2794
Virginia,2014,Crimes Per 100,2127
Oregon,2010,Crimes Per 100,3265
Vermont,2003,Crimes Per 100,2343
Tennessee,2001,Crimes Per 100,5153
North Carolina,2006,Crimes Per 100,4596
Rhode Island,2016,Crimes Per 100,2138
Utah,2007,Crimes Per 100,3735
Wisconsin,1992,Crimes Per 100,4319
Virginia,2013,Property Crimes Per 100,2066
Minnesota,2008,Crimes Per 100,3113
Virginia,1990,Crimes Per 100,4441
Utah,1990,Crimes Per 100,5660
Wyoming,2014,Crimes Per 100,2160
South Dakota,2013,Property Crimes Per 100,1915
North Carolina,2008,Property Crimes Per 100,4044
Washington,1991,Property Crimes Per 100,5781
Georgia,2005,Property Crimes Per 100,4172
Arizona,1997,Property Crimes Per 100,6571
Georgia,1998,Violent Crimes Per 100,573
District of Columbia,2006,Violent Crimes Per 100,1508
Arkansas,2008,Violent Crimes Per 100,503
Maryland,2004,Property Crimes Per 100,3640
District of Columbia,2008,Property Crimes Per 100,5105
Louisiana,1995,Property Crimes Per 100,5669
Hawaii,2000,Property Crimes Per 100,4955
Florida,1993,Property Crimes Per 100,7145
Arkansas,1992,Violent Crimes Per 100,577
North Carolina,1998,Violent Crimes Per 100,579
New Hampshire,1994,Violent Crimes Per 100,117
Louisiana,2005,Violent Crimes Per 100,594
Connecticut,1990,Crimes Per 100,5387
Utah,2012,Violent Crimes Per 100,206
Delaware,2012,Crimes Per 100,3888
Colorado,2009,Crimes Per 100,3004
Delaware,1993,Crimes Per 100,4872
Arkansas,2002,Crimes Per 100,4158
South Carolina,2004,Crimes Per 100,5289
Washington,1990,Crimes Per 100,6223
Maryland,2010,Crimes Per 100,3545
Delaware,1998,Violent Crimes Per 100,762
Nebraska,1994,Property Crimes Per 100,4051
Montana,1990,Property Crimes Per 100,4343
New York,1991,Property Crimes Per 100,5081
Missouri,1996,Property Crimes Per 100,4493
Kansas,2000,Property Crimes Per 100,4019
Kentucky,2003,Property Crimes Per 100,2510
Indiana,1995,Property Crimes Per 100,4107
Arizona,1990,Property Crimes Per 100,7236
Virginia,1992,Property Crimes Per 100,3924
Wyoming,2013,Crimes Per 100,2396
Nebraska,2011,Violent Crimes Per 100,253
New Jersey,1996,Violent Crimes Per 100,532
Nevada,2010,Property Crimes Per 100,2775
Massachusetts,2013,Property Crimes Per 100,2051
